线索ID,日期,城市,渠道,客户年龄,客户性别,试驾时长,是否下订,is_outlier,试驾时长_raw,线索月份,跟进总次数,平均沟通时长,最大沟通时长,沟通时长标准差,最早跟进日期,最晚跟进日期,主要跟进方式,电话占比,微信占比,面谈占比,主要销售员ID,涉及销售员数,首次跟进间隔天数,跟进天数跨度,跟进强度,订单ID,交付日期,车型,配置,颜色,交付里程,是否延迟交付,交付评分,线索到交付天数,投诉次数,主要投诉类型,投诉类型数,平均处理时长,最大处理时长,售后平均满意度,售后最低满意度,是否有投诉,销售员ID,销售员城市,主要销售员职级,销售员入职日期,主要销售员绩效,销售员经验天数,租金(万),水电(万),市场费用(万),总运营成本万,年龄分段,是否周末,季度,城市当月线索数,渠道历史转化率,销售员历史转化率
L000521,2025-12-20,上海,车展,41,男,51,0,0,51,2025-12,3,13.1,28.1,8.6,2025-12-22,2026-01-08,电话,0.479,0.474,0.047,S026,1,2,17,0.167,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S026,上海,中级,2022-12-03,B,1113,20.94,5.02,36.01,41.31,36-45,1,2025Q4,22,0.25,0.399
L000522,2025-07-18,南京,朋友推荐,20,男,51,1,0,51,2025-07,2,15.0,22.0,5.6,2025-07-23,2025-07-24,面谈,0.159,0.419,0.422,S047,2,5,1,1.0,O000521,2025-09-22,G9,702 Max,月光银,209.0,0.0,3.6,66.0,0,无,0,0.0,0.0,0.0,0.0,0,S047,南京,中级,2023-11-25,B,601,26.33,2.73,21.18,47.29,18-25,0,2025Q3,13,0.33,0.299
L000523,2025-08-14,深圳,小红书,36,男,41,1,0,41,2025-08,2,20.1,28.7,7.2,2025-08-20,2025-08-21,电话,0.528,0.423,0.049,S017,2,6,1,1.0,O000522,2025-09-13,G9,702 Max,暗夜黑,205.0,0.0,2.9,30.0,2,售后响应,1,13.4,15.9,3.5,3.2,1,S017,深圳,中级,2021-03-07,A,1621,10.18,5.3,19.2,24.84,36-45,0,2025Q3,19,0.29,0.275
L000524,2025-09-30,西安,懂车帝,32,女,32,0,0,32,2025-09,3,14.0,33.6,5.6,2025-10-04,2025-10-24,电话,0.504,0.157,0.339,S018,2,4,20,0.143,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,西安,资深,2024-02-20,C,588,22.09,2.56,34.97,36.55,26-35,0,2025Q3,13,0.34,0.24
L000525,2025-11-01,上海,车展,50,男,31,0,0,31,2025-11,2,19.9,30.6,8.7,2025-11-06,2025-11-16,微信,0.457,0.505,0.038,S008,2,5,10,0.182,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S008,上海,中级,2022-11-12,B,1085,16.43,5.31,41.41,28.25,46-55,1,2025Q4,7,0.25,0.278
L000526,2025-10-19,上海,懂车帝,47,男,44,1,0,44,2025-10,3,16.2,22.8,3.2,2025-10-19,2025-11-11,微信,0.314,0.394,0.292,S012,2,0,23,0.125,O000525,2025-12-01,G9,702 Pro,暗夜黑,42.0,0.0,3.4,43.0,1,软件体验,1,5.4,7.8,3.4,2.9,1,S012,上海,中级,2023-11-18,B,701,19.96,2.89,29.26,26.45,46-55,1,2025Q4,19,0.34,0.246
L000527,2025-10-06,武汉,小红书,26,女,38,0,0,38,2025-10,1,11.1,18.6,0.0,2025-10-08,2025-10-12,电话,0.471,0.32,0.209,S011,3,2,4,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S011,武汉,中级,2021-01-13,A,1727,19.08,4.64,11.07,67.69,26-35,0,2025Q4,18,0.29,0.257
L000528,2025-09-01,深圳,懂车帝,41,男,47,1,0,47,2025-09,10,21.6,34.9,2.0,2025-09-01,2025-09-12,电话,0.442,0.21,0.347,S008,3,0,11,0.833,O000527,2025-11-05,G9,570 Plus,暗夜黑,174.0,0.0,3.7,65.0,0,无,0,0.0,0.0,0.0,0.0,0,S008,深圳,中级,2023-11-23,B,648,11.73,2.37,8.59,44.0,36-45,0,2025Q3,19,0.34,0.35
L000529,2025-07-24,北京,门店,43,男,72,1,0,72,2025-07,1,24.0,30.1,0.0,2025-07-30,2025-08-11,电话,0.674,0.281,0.045,S016,1,6,12,0.077,O000528,2025-09-19,G9,570 Plus,暗夜黑,47.0,0.0,4.9,57.0,2,售后响应,2,8.9,17.5,3.7,3.0,1,S016,北京,高级,2021-06-17,A,1498,24.45,3.24,32.05,69.5,36-45,0,2025Q3,18,0.31,0.332
L000530,2025-12-16,上海,懂车帝,46,男,27,1,0,27,2025-12,3,31.8,37.6,6.0,2025-12-18,2025-12-19,微信,0.218,0.676,0.106,S043,3,2,1,1.5,O000529,2026-02-18,G9,650 Performance,星阙灰,211.0,0.0,4.3,64.0,0,无,0,0.0,0.0,0.0,0.0,0,S043,上海,资深,2021-07-28,C,1602,19.58,4.35,40.21,43.86,46-55,0,2025Q4,22,0.34,0.395
L000531,2025-11-19,武汉,抖音,47,女,54,0,0,54,2025-11,2,22.3,39.4,4.7,2025-11-26,2025-12-02,电话,0.555,0.284,0.16,S025,3,7,6,0.286,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S025,武汉,中级,2024-04-01,C,597,31.83,4.59,32.42,48.75,46-55,0,2025Q4,14,0.27,0.344
L000532,2025-10-01,南京,抖音,43,女,40,0,0,40,2025-10,4,17.0,27.8,8.5,2025-10-01,2025-10-05,电话,0.429,0.357,0.214,S016,2,0,4,0.8,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S016,南京,中级,2024-03-26,B,554,29.23,3.11,28.96,38.2,36-45,0,2025Q4,12,0.27,0.392
L000533,2025-09-01,成都,懂车帝,57,女,34,0,0,34,2025-09,1,22.0,32.2,0.0,2025-09-05,2025-09-28,微信,0.428,0.528,0.044,S003,1,4,23,0.042,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S003,成都,中级,2021-07-16,A,1508,26.92,3.19,16.13,73.63,56+,0,2025Q3,18,0.34,0.354
L000534,2025-11-16,北京,门店,44,女,30,0,0,30,2025-11,1,17.2,25.1,0.0,2025-11-20,2025-12-10,面谈,0.27,0.338,0.392,S030,2,4,20,0.048,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S030,北京,高级,2023-12-07,A,710,11.03,2.21,12.73,58.97,36-45,1,2025Q4,20,0.31,0.262
L000535,2025-09-25,上海,小红书,30,男,18,1,0,18,2025-09,0,0.0,0.0,0.0,2025-09-25,2025-09-25,电话,0.609,0.305,0.086,S033,0,0,0,0.0,O000534,2025-12-08,G9,702 Max,星云白,128.0,0.0,3.0,74.0,0,无,0,0.0,0.0,0.0,0.0,0,S033,上海,中级,2022-10-16,B,1075,26.71,6.16,32.26,44.39,26-35,0,2025Q3,16,0.29,0.345
L000536,2025-09-30,重庆,门店,31,女,8,0,0,8,2025-09,3,26.5,37.0,1.8,2025-10-01,2025-10-03,电话,0.645,0.307,0.048,S016,2,1,2,1.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S016,重庆,高级,2022-08-13,A,1144,24.6,4.81,34.12,26.44,26-35,0,2025Q3,15,0.31,0.392
L000537,2025-07-01,西安,抖音,36,女,42,1,0,42,2025-07,3,23.5,33.3,7.8,2025-07-05,2025-07-27,面谈,0.117,0.36,0.523,S007,3,4,22,0.13,O000536,2025-08-09,G9,702 Pro,星阙灰,220.0,0.0,3.5,39.0,2,充电体验,2,1.8,4.8,3.3,3.1,1,S007,西安,初级,2022-08-15,C,1051,16.96,4.37,37.86,66.11,36-45,0,2025Q3,24,0.27,0.348
L000538,2025-11-29,成都,车展,46,女,17,0,0,17,2025-11,2,19.3,27.8,4.7,2025-12-04,2025-12-12,微信,0.462,0.502,0.036,S009,1,5,8,0.222,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S009,成都,高级,2023-10-13,B,778,14.52,6.49,30.71,74.16,46-55,1,2025Q4,20,0.25,0.372
L000539,2025-11-22,广州,抖音,32,男,45,0,0,45,2025-11,0,0.0,0.0,0.0,2025-11-22,2025-11-22,电话,0.597,0.359,0.044,S013,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S013,广州,初级,2024-05-20,B,551,27.35,5.44,25.03,51.58,26-35,1,2025Q4,17,0.27,0.269
L000540,2025-12-05,广州,朋友推荐,34,男,41,1,0,41,2025-12,4,14.4,20.5,5.8,2025-12-08,2025-12-12,电话,0.654,0.305,0.041,S035,2,3,4,0.8,O000539,2025-12-27,G9,702 Max,暗夜黑,208.0,1.0,4.1,22.0,3,充电体验,3,14.8,24.3,2.9,2.8,1,S035,广州,高级,2021-11-23,A,1473,20.08,3.0,29.07,41.07,26-35,0,2025Q4,11,0.33,0.308
L000541,2025-12-13,重庆,车展,42,男,38,0,0,38,2025-12,4,14.9,27.0,3.1,2025-12-20,2025-12-30,微信,0.427,0.531,0.042,S023,1,7,10,0.364,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S023,重庆,中级,2022-05-05,B,1318,30.59,1.87,9.92,23.12,36-45,1,2025Q4,12,0.25,0.242
L000542,2025-08-18,重庆,懂车帝,34,男,26,0,0,26,2025-08,3,12.6,25.6,6.8,2025-08-22,2025-08-28,微信,0.435,0.455,0.109,S005,1,4,6,0.429,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S005,重庆,中级,2021-02-28,B,1632,15.1,5.49,34.19,39.94,26-35,0,2025Q3,16,0.34,0.3
L000543,2025-12-02,武汉,朋友推荐,48,女,57,0,0,57,2025-12,7,25.2,41.0,3.0,2025-12-04,2025-12-10,微信,0.475,0.478,0.047,S015,3,2,6,1.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S015,武汉,中级,2023-10-01,B,793,21.81,2.38,35.33,30.33,46-55,0,2025Q4,16,0.33,0.393
L000544,2025-11-03,深圳,懂车帝,25,女,54,1,0,54,2025-11,4,24.0,34.8,8.7,2025-11-09,2025-12-03,电话,0.483,0.468,0.049,S034,2,6,24,0.16,O000543,2025-12-28,G9,570 Plus,月光银,24.0,0.0,3.8,55.0,0,无,0,0.0,0.0,0.0,0.0,0,S034,深圳,中级,2023-03-05,B,974,19.07,5.33,36.37,60.33,18-25,0,2025Q4,17,0.34,0.329
L000545,2025-12-30,成都,抖音,33,男,22,0,0,22,2025-12,0,0.0,0.0,0.0,2025-12-30,2025-12-30,电话,0.388,0.382,0.23,S011,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S011,成都,中级,2021-08-28,B,1585,26.64,3.07,32.73,22.56,26-35,0,2025Q4,14,0.27,0.35
L000546,2025-08-10,重庆,小红书,44,女,33,0,0,33,2025-08,1,17.0,36.8,0.0,2025-08-12,2025-09-01,电话,0.576,0.379,0.045,S040,3,2,20,0.048,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S040,重庆,高级,2024-05-27,B,440,14.13,4.79,15.43,44.91,36-45,1,2025Q3,16,0.29,0.321
L000547,2025-08-31,西安,小红书,44,女,26,0,0,26,2025-08,6,28.3,47.3,4.9,2025-09-07,2025-09-26,电话,0.431,0.216,0.353,S006,3,7,19,0.3,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S006,西安,中级,2023-06-16,C,807,13.78,5.28,22.99,73.92,36-45,1,2025Q3,18,0.29,0.222
L000548,2025-12-13,广州,抖音,55,女,36,1,0,36,2025-12,3,17.4,28.2,5.3,2025-12-14,2026-01-03,电话,0.344,0.316,0.34,S028,3,1,20,0.143,O000547,2026-01-19,G9,650 Max,星阙灰,82.0,0.0,4.1,37.0,1,软件体验,1,7.6,10.6,3.1,3.1,1,S028,广州,中级,2022-02-10,A,1402,24.31,3.19,17.24,28.2,46-55,1,2025Q4,11,0.27,0.241
L000549,2025-08-07,西安,抖音,39,女,19,1,0,19,2025-08,4,22.9,29.1,2.8,2025-08-14,2025-08-23,电话,0.473,0.217,0.31,S049,3,7,9,0.4,O000548,2025-10-03,G9,702 Pro,星云白,105.0,1.0,3.4,57.0,0,无,0,0.0,0.0,0.0,0.0,0,S049,西安,中级,2022-03-30,B,1226,23.59,4.12,19.76,71.61,36-45,0,2025Q3,18,0.27,0.396
L000550,2025-12-28,成都,抖音,52,男,32,0,0,32,2025-12,6,23.2,32.7,8.8,2025-12-28,2026-01-04,面谈,0.413,0.082,0.505,S031,2,0,7,0.75,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S031,成都,中级,2023-09-16,B,834,27.98,3.38,31.02,68.3,46-55,1,2025Q4,14,0.27,0.283
L000551,2025-07-07,广州,小红书,40,男,22,1,0,22,2025-07,6,24.8,32.5,2.2,2025-07-13,2025-07-14,电话,0.517,0.444,0.038,S049,3,6,1,3.0,O000550,2025-08-13,G9,570 Plus,暗夜黑,184.0,0.0,3.4,37.0,0,无,0,0.0,0.0,0.0,0.0,0,S049,广州,初级,2021-09-17,A,1389,29.11,2.33,11.12,36.21,36-45,0,2025Q3,21,0.29,0.232
L000552,2025-09-18,上海,懂车帝,43,男,30,0,0,30,2025-09,1,15.8,22.6,0.0,2025-09-24,2025-10-13,微信,0.284,0.617,0.099,S020,3,6,19,0.05,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S020,上海,中级,2022-02-24,B,1302,13.75,3.09,10.12,73.51,36-45,0,2025Q3,16,0.34,0.26
L000553,2025-09-08,深圳,抖音,24,女,30,1,0,30,2025-09,3,18.1,26.4,6.8,2025-09-10,2025-09-27,电话,0.409,0.304,0.287,S049,2,2,17,0.167,O000552,2025-10-05,G9,650 Performance,星云白,36.0,0.0,4.4,27.0,0,无,0,0.0,0.0,0.0,0.0,0,S049,深圳,中级,2024-07-07,B,428,11.72,2.28,22.28,41.19,18-25,0,2025Q3,19,0.27,0.222
L000554,2025-07-05,广州,门店,39,男,61,1,0,61,2025-07,3,12.2,22.2,1.7,2025-07-10,2025-07-12,电话,0.597,0.182,0.221,S025,1,5,2,1.0,O000553,2025-09-14,G9,650 Max,星云白,83.0,1.0,3.5,71.0,1,交付等待,1,10.8,16.2,3.6,3.0,1,S025,广州,高级,2024-01-12,B,540,12.36,4.8,31.96,58.78,36-45,1,2025Q3,21,0.31,0.3
L000555,2025-07-20,成都,懂车帝,32,男,22,0,0,22,2025-07,3,13.4,31.7,8.2,2025-07-26,2025-08-09,电话,0.408,0.187,0.406,S039,2,6,14,0.2,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S039,成都,中级,2022-08-05,B,1080,20.68,6.16,21.78,36.5,26-35,1,2025Q3,14,0.34,0.29
L000556,2025-08-14,重庆,抖音,53,男,38,1,0,38,2025-08,1,12.6,30.7,0.0,2025-08-19,2025-08-26,面谈,0.324,0.118,0.558,S034,3,5,7,0.125,O000555,2025-10-07,G9,650 Max,月光银,184.0,0.0,2.9,54.0,0,无,0,0.0,0.0,0.0,0.0,0,S034,重庆,中级,2022-12-19,A,969,16.12,5.4,12.66,69.88,46-55,0,2025Q3,16,0.27,0.253
L000557,2025-08-10,深圳,小红书,47,女,62,1,0,62,2025-08,4,7.9,16.1,1.7,2025-08-12,2025-09-04,电话,0.513,0.443,0.045,S033,2,2,23,0.167,O000556,2025-09-16,G9,702 Pro,星阙灰,119.0,0.0,4.0,37.0,1,软件体验,1,5.8,9.6,4.5,4.0,1,S033,深圳,中级,2022-12-23,B,961,10.86,6.04,18.83,22.7,46-55,1,2025Q3,19,0.29,0.243
L000558,2025-07-11,上海,懂车帝,36,女,52,1,0,52,2025-07,3,25.9,34.7,4.9,2025-07-17,2025-07-19,面谈,0.269,0.277,0.454,S017,2,6,2,1.0,O000557,2025-09-04,G9,702 Pro,星云白,201.0,0.0,3.6,55.0,0,无,0,0.0,0.0,0.0,0.0,0,S017,上海,中级,2023-07-30,C,712,10.57,5.07,31.54,24.09,36-45,0,2025Q3,14,0.34,0.223
L000559,2025-07-23,武汉,车展,52,女,11,0,0,11,2025-07,3,30.3,33.6,8.9,2025-07-28,2025-08-02,面谈,0.322,0.163,0.514,S030,3,5,5,0.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S030,武汉,中级,2022-02-18,C,1251,14.17,4.17,17.59,63.63,46-55,0,2025Q3,14,0.25,0.336
L000560,2025-11-25,武汉,朋友推荐,35,男,31,0,0,31,2025-11,2,15.3,29.8,3.6,2025-11-27,2025-12-11,电话,0.408,0.297,0.296,S041,2,2,14,0.133,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S041,武汉,中级,2021-08-24,C,1554,10.87,5.59,23.64,69.03,26-35,0,2025Q4,14,0.33,0.345
L000561,2025-09-15,广州,懂车帝,40,女,29,0,0,29,2025-09,1,21.8,39.6,0.0,2025-09-22,2025-10-14,电话,0.649,0.282,0.069,S038,1,7,22,0.043,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S038,广州,初级,2022-09-25,C,1086,13.94,2.54,26.97,29.0,36-45,0,2025Q3,15,0.34,0.348
L000562,2025-09-18,成都,门店,45,男,29,0,0,29,2025-09,2,21.6,30.3,3.4,2025-09-20,2025-10-07,电话,0.525,0.241,0.234,S044,1,2,17,0.111,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S044,成都,高级,2023-06-26,B,815,13.64,4.06,26.37,61.93,36-45,0,2025Q3,18,0.31,0.378
L000563,2025-07-31,南京,门店,36,女,21,0,0,21,2025-07,0,0.0,0.0,0.0,2025-07-31,2025-07-31,电话,0.666,0.166,0.168,S009,0,0,0,0.0,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S009,南京,初级,2024-04-01,B,486,23.92,5.02,8.58,60.32,36-45,0,2025Q3,13,0.31,0.226
L000564,2025-12-12,北京,小红书,39,男,21,1,0,21,2025-12,0,0.0,0.0,0.0,2025-12-12,2025-12-12,电话,0.582,0.241,0.177,S048,0,0,0,0.0,O000563,2026-02-18,G9,702 Max,月光银,86.0,0.0,3.8,68.0,2,软件体验,1,17.5,20.3,3.3,3.2,1,S048,北京,中级,2021-01-27,A,1780,14.11,4.4,21.8,26.16,36-45,0,2025Q4,8,0.29,0.302
L000565,2025-08-02,重庆,抖音,49,女,35,0,0,35,2025-08,6,14.7,29.3,2.8,2025-08-05,2025-08-19,电话,0.644,0.308,0.048,S016,1,3,14,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S016,重庆,中级,2024-05-06,A,453,23.74,5.54,11.7,27.5,46-55,1,2025Q3,16,0.27,0.34
L000566,2025-11-26,重庆,懂车帝,33,女,28,1,0,28,2025-11,3,18.4,34.4,4.7,2025-11-27,2025-12-03,电话,0.454,0.407,0.139,S002,3,1,6,0.429,O000565,2026-02-07,G9,650 Max,星际绿,153.0,1.0,4.3,73.0,0,无,0,0.0,0.0,0.0,0.0,0,S002,重庆,中级,2021-09-16,C,1532,24.08,4.01,32.67,49.49,26-35,0,2025Q4,8,0.34,0.36
L000567,2025-12-03,重庆,懂车帝,25,男,46,1,0,46,2025-12,0,0.0,0.0,0.0,2025-12-03,2025-12-03,面谈,0.273,0.259,0.469,S034,0,0,0,0.0,O000566,2025-12-26,G9,650 Max,星际绿,56.0,1.0,3.7,23.0,0,无,0,0.0,0.0,0.0,0.0,0,S034,重庆,初级,2024-01-04,B,699,23.86,5.67,17.67,67.16,18-25,0,2025Q4,12,0.34,0.371
L000568,2025-10-08,北京,小红书,44,男,23,0,0,23,2025-10,6,18.1,26.4,4.5,2025-10-11,2025-10-22,电话,0.364,0.283,0.353,S021,1,3,11,0.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S021,北京,中级,2021-06-11,B,1580,25.07,4.62,27.03,71.6,36-45,0,2025Q4,11,0.29,0.339
L000569,2025-11-07,南京,懂车帝,36,男,31,1,0,31,2025-11,3,20.9,28.3,8.5,2025-11-14,2025-11-21,电话,0.418,0.234,0.348,S041,2,7,7,0.375,O000568,2025-12-24,G9,570 Plus,星际绿,121.0,0.0,3.6,47.0,0,无,0,0.0,0.0,0.0,0.0,0,S041,南京,中级,2023-02-09,A,1002,28.38,2.45,10.36,58.81,36-45,0,2025Q4,14,0.34,0.342
L000570,2025-08-01,北京,懂车帝,45,男,52,1,0,52,2025-08,5,21.8,25.8,6.0,2025-08-03,2025-08-26,电话,0.684,0.267,0.049,S045,2,2,23,0.208,O000569,2025-09-10,G9,650 Performance,星云白,224.0,1.0,3.1,40.0,0,无,0,0.0,0.0,0.0,0.0,0,S045,北京,中级,2022-01-22,C,1287,16.87,4.57,12.08,73.82,36-45,0,2025Q3,15,0.34,0.341
L000571,2025-12-02,武汉,懂车帝,27,男,47,0,0,47,2025-12,3,31.3,45.1,3.1,2025-12-08,2025-12-20,微信,0.222,0.519,0.259,S009,2,6,12,0.231,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S009,武汉,资深,2023-07-20,B,866,22.48,2.94,34.74,48.94,26-35,0,2025Q4,16,0.34,0.362
L000572,2025-09-12,西安,懂车帝,34,女,25,0,0,25,2025-09,3,22.0,34.6,3.3,2025-09-18,2025-10-03,微信,0.404,0.55,0.046,S047,1,6,15,0.188,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,西安,高级,2022-05-27,B,1204,24.12,2.49,33.91,66.77,26-35,0,2025Q3,13,0.34,0.388
L000573,2025-10-12,武汉,抖音,40,男,38,1,0,38,2025-10,4,26.8,46.2,7.3,2025-10-13,2025-11-04,电话,0.521,0.419,0.06,S050,3,1,22,0.174,O000572,2025-11-04,G9,570 Plus,暗夜黑,155.0,0.0,4.0,23.0,1,充电体验,1,10.8,17.7,3.3,3.1,1,S050,武汉,高级,2024-06-15,A,484,28.51,4.99,27.7,48.46,36-45,1,2025Q4,18,0.27,0.368
L000574,2025-12-06,武汉,抖音,25,女,29,0,0,29,2025-12,7,15.5,30.4,4.3,2025-12-10,2025-12-13,面谈,0.303,0.225,0.472,S012,2,4,3,1.75,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S012,武汉,高级,2023-03-01,B,1011,23.47,4.24,15.27,25.39,18-25,1,2025Q4,16,0.27,0.323
L000575,2025-12-22,上海,懂车帝,34,男,33,1,0,33,2025-12,2,10.1,27.2,3.0,2025-12-29,2026-01-09,电话,0.509,0.329,0.162,S003,1,7,11,0.167,O000574,2026-01-22,G9,650 Performance,星际绿,12.0,1.0,4.3,31.0,1,软件体验,1,17.4,24.4,3.6,3.1,1,S003,上海,初级,2023-04-16,A,981,22.77,2.07,23.73,40.65,26-35,0,2025Q4,22,0.34,0.357
L000576,2025-09-17,深圳,懂车帝,37,女,9,1,0,9,2025-09,0,0.0,0.0,0.0,2025-09-17,2025-09-17,微信,0.399,0.488,0.113,S013,0,0,0,0.0,O000575,2025-10-15,G9,702 Pro,星阙灰,124.0,1.0,2.7,28.0,0,无,0,0.0,0.0,0.0,0.0,0,S013,深圳,中级,2021-10-14,B,1434,10.0,2.79,22.54,59.85,36-45,0,2025Q3,19,0.34,0.229
L000577,2025-09-14,北京,懂车帝,47,女,29,1,0,29,2025-09,2,15.6,32.4,8.1,2025-09-21,2025-10-03,电话,0.649,0.312,0.04,S005,3,7,12,0.154,O000576,2025-10-19,G9,702 Pro,星云白,167.0,0.0,3.5,35.0,0,无,0,0.0,0.0,0.0,0.0,0,S005,北京,高级,2021-05-11,B,1587,30.78,4.97,40.21,34.33,46-55,1,2025Q3,12,0.34,0.283
L000578,2025-10-04,杭州,朋友推荐,52,男,24,1,0,24,2025-10,1,18.0,36.0,0.0,2025-10-04,2025-10-19,微信,0.286,0.665,0.049,S046,2,0,15,0.062,O000577,2025-10-26,G9,702 Pro,星阙灰,202.0,1.0,3.2,22.0,0,无,0,0.0,0.0,0.0,0.0,0,S046,杭州,中级,2023-03-14,C,935,29.52,3.42,28.65,62.59,46-55,1,2025Q4,13,0.33,0.372
L000579,2025-12-05,西安,懂车帝,31,男,29,0,0,29,2025-12,1,3.8,19.0,0.0,2025-12-12,2025-12-23,面谈,0.304,0.288,0.408,S010,2,7,11,0.083,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S010,西安,中级,2022-12-10,B,1091,17.69,1.92,35.44,69.0,26-35,0,2025Q4,12,0.34,0.352
L000580,2025-07-23,广州,车展,38,女,47,0,0,47,2025-07,1,14.8,22.5,0.0,2025-07-29,2025-08-11,微信,0.168,0.456,0.376,S044,2,6,13,0.071,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S044,广州,初级,2022-06-13,A,1136,12.76,5.99,13.23,48.95,36-45,0,2025Q3,21,0.25,0.374
L000581,2025-09-11,杭州,朋友推荐,49,女,33,0,0,33,2025-09,1,12.6,18.3,0.0,2025-09-15,2025-09-30,电话,0.524,0.435,0.041,S001,2,4,15,0.062,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S001,杭州,高级,2022-07-26,C,1143,25.06,4.11,14.71,57.93,46-55,0,2025Q3,11,0.33,0.277
L000582,2025-10-26,西安,车展,53,男,50,0,0,50,2025-10,4,28.8,33.0,2.5,2025-10-28,2025-11-06,微信,0.368,0.594,0.038,S047,2,2,9,0.4,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S047,西安,初级,2022-08-12,B,1171,12.3,3.08,21.39,51.44,46-55,1,2025Q4,19,0.25,0.312
L000583,2025-07-13,西安,小红书,32,男,22,0,0,22,2025-07,2,14.8,32.4,4.2,2025-07-20,2025-08-08,电话,0.614,0.343,0.043,S014,2,7,19,0.1,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S014,西安,高级,2022-02-12,B,1247,30.47,2.17,25.64,24.77,26-35,1,2025Q3,24,0.29,0.294
L000584,2025-12-14,西安,门店,28,女,56,1,0,56,2025-12,2,24.6,39.6,1.6,2025-12-17,2025-12-22,电话,0.519,0.439,0.041,S050,3,3,5,0.333,O000583,2026-01-24,G9,702 Max,星际绿,169.0,0.0,3.7,41.0,0,无,0,0.0,0.0,0.0,0.0,0,S050,西安,中级,2023-10-25,B,781,14.8,3.08,9.53,65.91,26-35,1,2025Q4,12,0.31,0.265
L000585,2025-09-09,杭州,车展,34,男,19,0,0,19,2025-09,3,18.1,27.0,7.3,2025-09-16,2025-10-08,微信,0.297,0.655,0.048,S042,2,7,22,0.13,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S042,杭州,初级,2022-10-05,B,1070,30.38,3.49,41.7,24.67,26-35,0,2025Q3,11,0.25,0.346
L000586,2025-09-25,深圳,懂车帝,34,女,40,1,0,40,2025-09,2,18.8,34.2,9.0,2025-09-26,2025-10-14,电话,0.532,0.435,0.033,S017,3,1,18,0.105,O000585,2025-10-23,G9,650 Performance,月光银,69.0,1.0,3.8,28.0,0,无,0,0.0,0.0,0.0,0.0,0,S017,深圳,高级,2023-06-17,B,831,19.86,6.23,17.5,65.2,26-35,0,2025Q3,19,0.34,0.263
L000587,2025-10-31,武汉,车展,42,女,23,1,0,23,2025-10,5,21.1,40.2,7.2,2025-11-01,2025-11-13,电话,0.709,0.243,0.048,S024,1,1,12,0.385,O000586,2025-12-01,G9,570 Plus,暗夜黑,179.0,0.0,3.7,31.0,0,无,0,0.0,0.0,0.0,0.0,0,S024,武汉,中级,2021-03-02,A,1704,21.98,4.56,22.53,37.83,36-45,0,2025Q4,18,0.25,0.308
L000588,2025-10-07,重庆,抖音,47,女,18,0,0,18,2025-10,3,22.2,33.7,1.3,2025-10-13,2025-10-18,面谈,0.337,0.289,0.374,S018,2,6,5,0.5,,,,,,,,,,0,无,0,0.0,0.0,0.0,0.0,0,S018,重庆,高级,2023-09-11,B,757,13.16,5.04,29.83,62.39,46-55,0,2025Q4,23,0.27,0.305
